CC Number,Date,Time,Accident Type,New Georeferenced Column
12N007880,10/03/2012,1321,PD,"(38.361555, -76.997064)"
17CS00212039,11/09/2017,11/10/2017 5:49:00 PM,Property Damage Crash,"(39.26792076, -76.66118681)"
14CS00211248,12/19/2014,4:30:00 PM,Property Damage Crash,"(39.082221, -77.09784)"
16CS00128957,07/06/2016,7/13/2016 9:45:00 PM,Property Damage Crash,"(39.26008757, -76.67422771)"
18CS00033690,02/17/2018,2/18/2018 7:11:00 PM,Property Damage Crash,"(39.31014718, -76.54111505)"
19CS00046459,03/10/2019,3/10/2019 5:00:00 AM,Property Damage Crash,"(39.2268041637915, -76.5154293405389)"
P1700064902,09/02/2017,9/26/2017 8:00:00 AM,Property Damage Crash,"(39.17656778, -76.69171572)"
15CS00188045,09/27/2015,10/30/2015 7:18:00 AM,Injury Crash,"(39.26355156, -76.56733096)"
P1800036645,05/21/2018,5/21/2018 3:30:00 PM,Property Damage Crash,"(39.1924635, -76.6581625)"
14CS00191173,11/16/2014,8:46:00 PM,Injury Crash,"(39.30926517, -76.53069735)"
18CS00187659,09/27/2018,8:45:00 AM,Injury Crash,"(39.19981355, -76.42051605)"
18CS00154079,08/06/2018,8/8/2018 3:58:00 PM,Property Damage Crash,"(39.24095726, -76.59190536)"
13T003644,03/19/2013,0039,PD,"(39.240021, -76.611535)"
13E007590,12/08/2013,1632,PD,"(39.088168, -77.001879)"
19CS00056125,03/22/2019,3/22/2019 7:04:00 PM,Property Damage Crash,"(39.268561, -76.630894)"
16CS00213490,11/07/2016,11/7/2016 7:40:00 PM,Property Damage Crash,"(39.13539894, -77.16621995)"
16CS00042633,03/07/2016,3/7/2016 7:08:00 AM,Property Damage Crash,"(39.228341, -76.513064)"
15CS00114378,06/15/2015,10:00:00 AM,Property Damage Crash,"(39.0003427, -76.3992691)"
13T004304,04/02/2013,228,PD,"(39.282466, -76.619178)"
12E006289,09/05/2012,1243,PI,"(39.126801, -77.174612)"
17CS00209944,11/06/2017,11/11/2017 12:52:00 PM,Property Damage Crash,"(39.26632076, -76.59862563)"
14CS00204539,12/09/2014,8:17:00 AM,Property Damage Crash,"(39.2656337, -76.5932118)"
17CS00005498,01/10/2017,1/10/2017 6:04:00 AM,Property Damage Crash,"(39.24100348, -76.59390092)"
P1600090029,12/10/2016,12/11/2016 2:50:00 PM,Property Damage Crash,"(39.17059, -76.67895)"
18CS00216911,11/11/2018,11/11/2018 3:17:00 AM,Injury Crash,"(39.2886592963198, -76.5329561521023)"
P1400069006,10/02/2014,8:30:00 PM,Property Damage Crash,"(39.16899888, -76.6950202)"
19CS00030735,02/15/2019,2/15/2019 5:56:00 PM,Property Damage Crash,"(39.2608, -76.5789)"
13N006465,09/01/2013,0440,PD,"(38.365001, -76.977401)"
15CS00037436,03/01/2015,8:02:00 AM,Property Damage Crash,"(39.26549, -76.56064)"
16CS00089969,05/13/2016,5/21/2016 12:17:00 PM,Property Damage Crash,"(39.27049564, -76.64017439)"
17CS00196443,10/17/2017,10/17/2017 8:25:00 AM,Property Damage Crash,"(39.25764523, -76.67495728)"
P1700034679,05/26/2017,5/27/2017 6:41:00 PM,Property Damage Crash,"(39.188227, -76.678966)"
17CS00115078,06/19/2017,6/29/2017 7:30:00 AM,Property Damage Crash,"(39.0667317, -76.889703)"
15CS00208594,10/28/2015,11/5/2015 12:59:00 PM,Property Damage Crash,"(39.2675636, -76.66317701)"
18CS00005925,01/09/2018,1/10/2018 10:10:00 PM,Injury Crash,"(39.2739, -76.5529)"
15CS00048514,03/18/2015,6:58:00 AM,Property Damage Crash,"(39.07923291, -76.95596695)"
P1500049110,07/16/2015,7/16/2015 5:23:00 PM,Injury Crash,"(39.18476373, -76.68984354)"
16CS00184965,09/25/2016,9/28/2016 1:09:00 AM,Injury Crash,"(39.26707353, -76.66723251)"
19CS00030037,02/14/2019,2/15/2019 7:18:00 PM,Injury Crash,"(39.261, -76.5764)"
18CS00021099,01/30/2018,2/4/2018 8:07:00 AM,Property Damage Crash,"(39.2649450019982, -76.5914815664291)"
13T013710,09/14/2013,0900,PD,"(39.263982, -76.670602)"
17CS00160242,08/23/2017,8/25/2017 11:40:00 PM,Property Damage Crash,"(39.27592, -76.55189)"
17CS00109941,06/10/2017,8/16/2017 10:43:00 PM,Property Damage Crash,"(39.12667289, -77.11789727)"
18B000309,04/28/2018,4/28/2018 1:04:00 AM,Property Damage Crash,"(39.180096, -76.670569)"
17CS00218652,11/19/2017,11/20/2017 2:30:00 AM,Property Damage Crash,"(38.88678219, -77.03064501)"
P1800045294,06/19/2018,6/19/2018 3:18:00 PM,Property Damage Crash,"(39.18547475, -76.68899059)"
18CS00004943,01/08/2018,1/15/2018 1:21:00 PM,Property Damage Crash,"(39.30018295, -76.53034329)"
15CS00152731,08/07/2015,8/12/2015 11:38:00 AM,Property Damage Crash,"(39.0686083, -76.888908)"
16CS00158275,08/17/2016,8/17/2016 1:43:00 PM,Property Damage Crash,"(39.27736429, -76.56705737)"
P1800076303,10/21/2018,2018-10-21T17:23:00.000,Property Damage Crash,"(39.1805437055058, -76.6682876573765)"
17CS00138882,07/23/2017,9/27/2017 4:58:00 PM,Property Damage Crash,"(39.46223175, -76.29697502)"
15CS00082032,05/01/2015,10:55:00 PM,Injury Crash,"(39.28424887, -76.54546022)"
12E006501,09/14/2012,1554,PI,"(39.12805, -77.173789)"
14CS00200999,12/02/2014,6:48:00 PM,Injury Crash,"(39.01023901, -76.40516996)"
P1700047215,07/06/2017,8/22/2017 11:33:00 AM,Property Damage Crash,"(39.18475957, -76.68979526)"
15CS00150407,08/04/2015,8/9/2015 9:51:00 AM,Property Damage Crash,"(39.271516, -76.65012)"
13T007624,06/02/2013,0032,PI,"(39.276138, -76.552124)"
18CS00108191,06/03/2018,6/20/2018 1:10:00 PM,Property Damage Crash,"(39.28462256, -76.54320717)"
16CS00227315,11/29/2016,12/6/2016 6:19:00 PM,Property Damage Crash,"(39.00853623, -76.40419096)"
19CS00026363,02/08/2019,2/10/2019 11:28:00 PM,Property Damage Crash,"(39.2606167365753, -76.5778482332825)"
18CS00104428,05/29/2018,5/29/2018 8:50:00 AM,Injury Crash,"(39.25654864, -76.54668331)"
18CS00070724,04/12/2018,4/16/2018 5:38:00 AM,Injury Crash,"(39.29964745, -76.53032184)"
17CS00180377,09/23/2017,9/23/2017 11:33:00 AM,Property Damage Crash,"(38.98625245, -76.34687752)"
14CS00180479,10/31/2014,6:14:00 AM,Property Damage Crash,"(39.071832, -77.048397)"
16CS00139519,07/21/2016,7/21/2016 8:26:00 AM,Property Damage Crash,"(39.2408, -76.60226)"
13T002884,03/03/2013,0305,PD,"(39.241012, -76.587559)"
17IR000613,03/30/2017,3/31/2017 8:33:00 PM,Property Damage Crash,"(39.26256306, -76.56801224)"
P1500037979,06/03/2015,10:25:00 AM,Property Damage Crash,"(39.17994025, -76.66858703)"
17CS00221249,11/22/2017,11/22/2017 3:19:00 PM,Property Damage Crash,"(39.2199973, -76.52440757)"
18CS00010147,01/15/2018,1/17/2018 8:37:00 PM,Injury Crash,"(39.0043781, -76.40107155)"
16CS00204353,10/25/2016,10/26/2016 2:54:00 AM,Property Damage Crash,"(39.24027, -76.59084)"
16CS00086047,05/07/2016,5/10/2016 10:42:00 PM,Property Damage Crash,"(39.26687937, -76.6027616)"
14CS00091501,06/12/2014,4:29:00 PM,Property Damage Crash,"(39.00878008, -76.40579224)"
14CS00112970,07/15/2014,5:22:00 PM,Property Damage Crash,"(39.27081386, -76.55702591)"
16CS00113013,06/14/2016,6/23/2016 8:48:00 AM,Property Damage Crash,"(39.33107134, -76.52109772)"
15CS00029676,02/17/2015,3:23:00 AM,Property Damage Crash,"(39.29159776, -76.53215647)"
17CS00189695,10/07/2017,10/10/2017 1:10:00 PM,Injury Crash,"(39.26140009, -76.67324066)"
12B038259,11/27/2012,1326,PD,"(39.175331, -76.705326)"
15CS00246492,12/25/2015,12/28/2015 8:32:00 PM,Property Damage Crash,"(39.21181273, -76.53504252)"
17IR000442,03/08/2017,3/15/2017 8:48:00 AM,Injury Crash,"(39.31046885, -76.54139668)"
18CS00041690,03/01/2018,3/1/2018 12:47:00 PM,Property Damage Crash,"(39.27708191, -76.61987543)"
13B002699,01/24/2013,1034,PD,"(39.191514, -76.676548)"
15CS00192167,10/04/2015,10/4/2015 2:37:00 AM,Property Damage Crash,"(39.34513422, -76.50812387)"
17CS00123648,07/01/2017,7/1/2017 4:31:00 AM,Property Damage Crash,"(39.12189537, -77.08556458)"
18CS00164876,08/22/2018,8/22/2018 10:02:00 AM,Property Damage Crash,"(39.26456356, -76.56502148)"
18CS00062481,03/31/2018,4/8/2018 1:19:00 PM,Injury Crash,"(39.00345056, -76.4011158)"
16B000653,09/09/2016,9/10/2016 10:30:00 PM,Injury Crash,"(39.18520448, -76.68932185)"
16CS00050821,03/19/2016,3/27/2016 2:32:00 AM,Property Damage Crash,"(39.26377169, -76.58843055)"
P1900008647,02/07/2019,2/13/2019 4:37:00 AM,Property Damage Crash,"(39.180511, -76.6683)"
P1400129000,11/17/2014,8:16:00 PM,Property Damage Crash,"(39.18046224, -76.67094268)"
16CS00238094,12/17/2016,12/18/2016 6:01:00 AM,Property Damage Crash,"(39.28213851, -76.55005619)"
15CS00243633,12/20/2015,12/23/2015 7:32:00 PM,Property Damage Crash,"(39.07358594, -76.93013191)"
P1500067130,09/27/2015,10/1/2015 8:00:00 PM,Injury Crash,"(39.19036957, -76.67631313)"
13L005730,06/15/2013,1513,PI,"(38.993738, -76.378835)"
14CS00170997,10/16/2014,4:10:00 PM,Injury Crash,"(39.26357648, -76.58865452)"
12T013045,09/30/2012,0244,PI,"(39.2407, -76.5868)"
17CS00006295,01/11/2017,1/17/2017 7:54:00 AM,Property Damage Crash,"(39.1224973, -77.0866685)"
13L006158,06/24/2013,0940,PD,"(38.989858, -76.362546)"
16CS00238314,12/17/2016,12/19/2016 5:00:00 PM,Property Damage Crash,"(39.26655334, -76.59622639)"
17IR000530,03/20/2017,3/20/2017 10:40:00 AM,Property Damage Crash,"(39.29704873, -76.53098702)"
17CS00119170,06/25/2017,6/25/2017 4:57:00 AM,Injury Crash,"(39.256343, -76.569744)"
12P025954,10/21/2012,1300,PD,"(39.264603, -76.597135)"
16CS00117164,06/11/2016,6/20/2016 3:05:00 PM,Injury Crash,"(39.00609557, -76.40265942)"
15CS00040188,03/06/2015,10:25:00 AM,Injury Crash,"(38.97614218, -76.30931854)"
13T003930,03/25/2013,0817,PD,"(39.284304, -76.544937)"
14CS00118160,07/24/2014,11:45:00 AM,Property Damage Crash,"(39.20449108, -76.556063)"
18CS00067633,04/08/2018,4/8/2018 12:19:00 AM,Injury Crash,"(39.26512152, -76.66895986)"
13T015512,10/17/2013,0728,PI,"(39.261666, -76.571703)"
18CS00219420,11/15/2018,11/19/2018 9:08:00 AM,Injury Crash,"(39.13735274435043, -77.13218345099995)"
P1500033076,05/15/2015,5:29:00 AM,Injury Crash,"(39.18795287, -76.68457031)"
18CS00195102,10/08/2018,7:08:00 AM,Property Damage Crash,"(39.2079101665361, -76.5845120946798)"
P1900015422,03/06/2019,3/7/2019 4:54:00 PM,Property Damage Crash,"(39.1880622, -76.6775085)"
P1600090835,12/14/2016,12/29/2016 8:09:00 AM,Injury Crash,"(39.19042258, -76.6857934)"
17CS00154299,08/14/2017,8/16/2017 4:23:00 PM,Property Damage Crash,"(39.2673902, -76.61993042)"
17CS00005490,01/10/2017,1/10/2017 5:25:00 AM,Property Damage Crash,"(39.2352251, -76.61911234)"
15CS00093878,05/18/2015,5:10:00 AM,Injury Crash,"(39.27123486, -76.64830685)"
17CS00132175,07/14/2017,7/15/2017 8:20:00 AM,Injury Crash,"(39.11281907, -77.06097007)"
15CS00156889,08/13/2015,8/18/2015 10:43:00 AM,Property Damage Crash,"(39.29188008, -76.53198481)"
12K008142,08/14/2012,1400,PI,"(39.218048, -76.526767)"
18CS00060945,03/29/2018,3/29/2018 8:27:00 AM,Injury Crash,"(39.2674307, -76.62281916)"
12T013613,10/12/2012,2003,PD,"(39.2712, -76.6486)"
18CS00039110,02/26/2018,2/26/2018 5:51:00 AM,Fatal Crash,"(39.22533852, -76.68097615)"
15CS00086454,05/07/2015,6:28:00 PM,Injury Crash,"(39.25983836, -76.56749725)"
17IR000284,02/16/2017,2/17/2017 4:40:00 PM,Property Damage Crash,"(39.26417, -76.56591)"
16CS00120449,06/25/2016,6/26/2016 4:35:00 AM,Property Damage Crash,"(39.26295967, -76.67157233)"
17CS00116624,06/21/2017,6/21/2017 4:34:00 PM,Injury Crash,"(39.24046441, -76.60674468)"
18CS00244226,12/26/2018,12/26/2018 3:51:00 PM,Property Damage Crash,"(39.2715, -76.6224)"
15CS00000581,06/24/2015,8:44:00 PM,Property Damage Crash,"(39.166822, -76.64053)"
18CS00192674,10/04/2018,12:53:00 PM,Injury Crash,"(39.0073210239878, -76.4034971892867)"
19CS00036045,02/23/2019,2/25/2019 12:01:00 PM,Injury Crash,"(38.365425, -76.9665963)"
18CS00109113,06/04/2018,6/4/2018 8:15:00 PM,Property Damage Crash,"(39.20804899, -76.62375927)"
12T011262,08/20/2012,1645,PI,"(39.2409, -76.5972)"
13T004988,04/16/2013,431,PI,"(39.322012, -76.531241)"
18CS00134604,07/09/2018,7/9/2018 12:14:00 PM,Injury Crash,"(39.27106304, -76.6547589)"
14CS00122422,07/31/2014,10:38:00 AM,Injury Crash,"(39.26424014, -76.58982396)"
13T018868,12/12/2013,0841,PD,"(39.266955, -76.608064)"
15CS00200605,10/16/2015,10/23/2015 6:55:00 AM,Property Damage Crash,"(39.27110197, -76.65392876)"
14CS00183738,11/05/2014,10:46:00 PM,Property Damage Crash,"(39.06937958, -76.88369751)"
17CS00151482,08/10/2017,8/11/2017 11:25:00 AM,Property Damage Crash,"(39.00484499, -76.40128613)"
18CS00215399,11/08/2018,11/12/2018 11:50:00 AM,Property Damage Crash,"(39.2305993213791, -76.5111355429916)"
14CS00082627,05/29/2014,5:15:00 PM,Property Damage Crash,"(39.2707293, -76.6414197)"
13T000433,01/10/2013,1251,PD,"(39.265058, -76.669197)"
16CS00220495,11/18/2016,11/18/2016 8:09:00 PM,Property Damage Crash,"(39.12398038, -77.07322508)"
13T007020,05/21/2013,1120,PD,"(39.292949, -76.553372)"
15CS00192026,10/03/2015,10/4/2015 9:02:00 PM,Property Damage Crash,"(39.557394, -76.097129)"
17CS00018872,01/28/2017,1/28/2017 12:45:00 AM,Property Damage Crash,"(39.27061608, -76.64962113)"
15CS00039864,03/05/2015,4:54:00 PM,Injury Crash,"(39.292897, -76.532135)"
P1600007007,01/30/2016,1/31/2016 6:40:00 PM,Injury Crash,"(39.17783196, -76.70300245)"
18CS00244349,12/26/2018,12/26/2018 8:19:00 PM,Property Damage Crash,"(39.2278817173264, -76.5141534805298)"
18CS00163520,08/20/2018,8/20/2018 8:47:00 AM,Injury Crash,"(39.26637881, -76.56238294)"
15CS00139487,07/18/2015,7/20/2015 9:07:00 PM,Injury Crash,"(39.27010526, -76.63826466)"
19CS00052772,03/18/2019,3/18/2019 5:17:00 AM,Property Damage Crash,"(39.270502, -76.641822)"
18CS00073650,04/16/2018,4/17/2018 4:50:00 AM,Property Damage Crash,"(39.26512152, -76.66895986)"
17CS00106949,06/06/2017,6/17/2017 8:10:00 AM,Injury Crash,"(39.27018002, -76.63926244)"
15CS00117981,06/19/2015,7/19/2015 11:45:00 PM,Property Damage Crash,"(39.26669974, -76.66467905)"
P1600009008,02/07/2016,2/25/2016 1:53:00 PM,Property Damage Crash,"(39.18824599, -76.67829394)"
16CS00203359,10/23/2016,11/1/2016 3:15:00 PM,Property Damage Crash,"(39.207477, -76.585419)"
13T014613,10/01/2013,0749,PD,"(39.273151, -76.553978)"
12T010519,08/04/2012,0734,PD,"(39.263896, -76.566348)"
18CS00130241,07/03/2018,7/7/2018 8:26:00 AM,Property Damage Crash,"(39.31476561, -76.53765567)"
18CS00055207,03/21/2018,3/21/2018 12:15:00 AM,Property Damage Crash,"(39.27139267, -76.65404677)"
16CS00206102,10/27/2016,10/27/2016 2:39:00 PM,Property Damage Crash,"(39.28953641, -76.55386895)"
P1600061925,08/21/2016,10/20/2016 4:48:00 PM,Property Damage Crash,"(39.220967, -76.702037)"
P1700056536,08/05/2017,8/9/2017 9:35:00 AM,Injury Crash,"(39.17971726, -76.69935666)"
18CS00235418,12/11/2018,12/12/2018 9:55:00 PM,Property Damage Crash,"(39.2662678683947, -76.5625444833126)"
C15B000086,01/26/2015,8:00:00 AM,Property Damage Crash,"(39.1846681, -76.67186737)"
13B001317,01/13/2013,0334,PI,"(39.185012, -76.674025)"
18CS00032311,02/15/2018,2/15/2018 2:15:00 PM,Injury Crash,"(39.26119657, -76.58116579)"
15CS00210244,10/30/2015,10/31/2015 11:57:00 PM,Property Damage Crash,"(39.23224, -76.6492385)"
13B020281,12/27/2013,1722,PD,"(39.189676, -76.662649)"
18CS00002961,01/05/2018,1/5/2018 11:50:00 AM,Property Damage Crash,"(39.2673144084189, -76.6177725791931)"
16CS00084851,05/05/2016,5/9/2016 10:12:00 PM,Injury Crash,"(39.231882, -76.506938)"
18CS00171208,08/31/2018,8/31/2018 6:51:00 PM,Injury Crash,"(38.98657691, -76.34841694)"
18CS00054024,03/19/2018,3/28/2018 8:45:00 AM,Injury Crash,"(39.26312792, -76.58691645)"
16B000645,09/06/2016,9/19/2016 5:40:00 PM,Property Damage Crash,"(39.16931756, -76.6459807)"
17CS00245574,12/30/2017,12/30/2017 8:00:00 AM,Property Damage Crash,"(39.13340166, -77.16815114)"
14CS00128621,08/10/2014,1:50:00 PM,Property Damage Crash,"(39.00642072, -76.40288472)"
P1800058635,08/05/2018,8/9/2018 5:13:00 AM,Injury Crash,"(39.182641, -76.696962)"
P1400066242,09/25/2014,2:40:00 PM,Property Damage Crash,"(39.1967212, -76.691131)"
15CS00147777,07/31/2015,7/31/2015 7:50:00 AM,Injury Crash,"(39.2700913, -76.6364037)"
14CS00095245,06/18/2014,11:49:00 AM,Property Damage Crash,"(39.2878043, -76.539441)"
17IR000735,04/16/2017,4/18/2017 5:15:00 PM,Property Damage Crash,"(39.2617, -76.566292)"
13T015183,10/11/2013,1802,PI,"(39.284588, -76.541293)"
18CS00059807,03/27/2018,3/27/2018 2:39:00 PM,Injury Crash,"(39.56949004, -76.07083797)"
17CS00157390,08/18/2017,8/18/2017 5:35:00 PM,Property Damage Crash,"(39.27043, -76.65673)"
17IR000981,05/15/2017,5/17/2017 11:01:00 AM,Property Damage Crash,"(39.28664876, -76.60992444)"
15CS00133373,07/10/2015,9/9/2015 5:43:00 PM,Property Damage Crash,"(39.266509, -76.664594)"
13T017851,11/27/2013,0021,PD,"(39.270262, -76.657457)"
13T003817,03/22/2013,2311,PD,"(39.284277, -76.544915)"
19CS00022046,02/02/2019,2/3/2019 6:22:00 AM,Property Damage Crash,"(39.266825, -76.668958)"
18CS00112089,06/08/2018,6/8/2018 3:30:00 PM,Property Damage Crash,"(38.3640757, -76.977459)"
16CS00227195,11/29/2016,11/30/2016 1:50:00 PM,Property Damage Crash,"(39.26825665, -76.6353377)"
13T007792,06/05/2013,0844,PI,"(39.273151, -76.553978)"
18CS00197483,10/11/2018,4:19:00 PM,Injury Crash,"(39.264619, -76.590474)"
16CS00010203,01/15/2016,1/15/2016 5:46:00 PM,Property Damage Crash,"(39.27063684, -76.64381146)"
14CS00049258,04/04/2014,7:13:00 AM,Property Damage Crash,"(39.26513672, -76.66903496)"
13T013180,09/05/2013,0403,PI,"(39.264638, -76.670085)"
16CS00132138,07/11/2016,7/11/2016 7:40:00 AM,Property Damage Crash,"(39.2627645, -76.67247489)"
18CS00114782,06/12/2018,6/12/2018 1:30:00 PM,Property Damage Crash,"(39.25073311, -76.56869888)"
12T011715,08/30/2012,2206,PD,"(39.2633, -76.5675)"
P1500031995,05/10/2015,10:11:00 AM,Property Damage Crash,"(39.24501681, -76.63238525)"
17CS00120158,06/26/2017,7/11/2017 5:20:00 PM,Property Damage Crash,"(39.26688, -76.60268)"
P1900014047,03/01/2019,3/16/2019 8:33:00 AM,Property Damage Crash,"(39.1715938, -76.6942088)"
15CS00144799,07/26/2015,7/27/2015 11:58:00 PM,Property Damage Crash,"(39.25139777, -76.68066502)"
18CS00038489,02/25/2018,2/25/2018 12:33:00 AM,Injury Crash,"(39.26512152, -76.66895986)"
18CS00045301,03/07/2018,3/10/2018 6:59:00 AM,Property Damage Crash,"(39.32285848, -76.5301609)"
14CS00126259,08/06/2014,6:43:00 PM,Property Damage Crash,"(39.222097, -76.522082)"
18CS00231578,12/05/2018,12/9/2018 6:42:00 PM,Injury Crash,"(39.159158092916, -76.7288053035737)"
13B004238,02/05/2013,2102,PD,"(39.184801, -76.674851)"
13T010103,07/17/2013,0802,PD,"(39.288342, -76.533324)"
18CS00025457,02/05/2018,2/5/2018 9:04:00 AM,Property Damage Crash,"(39.2383195, -76.61581993)"
15CS00220411,11/15/2015,11/15/2015 7:02:00 PM,Injury Crash,"(39.259307, -76.674635)"
P1500086222,12/16/2015,12/16/2015 7:22:00 PM,Property Damage Crash,"(39.17546161, -76.70567393)"
17CS00009125,01/15/2017,1/15/2017 7:59:00 AM,Injury Crash,"(39.2842499, -76.53664246)"
15CS00109890,06/09/2015,9:37:00 AM,Injury Crash,"(39.26053616, -76.57650948)"
18CS00238165,12/16/2018,12/18/2018 1:13:00 PM,Property Damage Crash,"(39.2641666542189, -76.637044545351)"
17CS00134388,07/17/2017,7/18/2017 4:01:00 PM,Property Damage Crash,"(39.136588, -77.1307285)"
16CS00157755,08/16/2016,8/18/2016 6:40:00 PM,Property Damage Crash,"(38.98704053, -76.35580525)"
17CS00174099,09/13/2017,9/13/2017 12:44:00 PM,Property Damage Crash,"(39.2006165, -76.5553844)"
14CS00181115,11/01/2014,2:49:00 AM,Property Damage Crash,"(39.30434593, -76.53034464)"
18CS00000775,01/02/2018,1/2/2018 7:49:00 AM,Property Damage Crash,"(39.2703845499128, -76.6409468650818)"
18CS00169717,08/29/2018,9/3/2018 2:30:00 PM,Property Damage Crash,"(39.2607149, -76.56691671)"
12T014803,11/08/2012,0603,PD,"(39.2633, -76.5675)"
18CS00087264,05/04/2018,5/4/2018 2:05:00 PM,Property Damage Crash,"(39.24093701, -76.59306407)"
P1700048383,07/10/2017,7/19/2017 1:35:00 PM,Property Damage Crash,"(39.2365225, -76.67357594)"
16CS00042753,03/07/2016,3/7/2016 11:24:00 AM,Property Damage Crash,"(39.31194644, -76.5405035)"
16CS00098348,05/25/2016,5/25/2016 5:12:00 PM,Property Damage Crash,"(39.26914488, -76.63270444)"
18CS00178860,09/12/2018,3:45:00 PM,Injury Crash,"(39.27006554, -76.63816047)"
16CS00181349,09/19/2016,9/28/2016 5:00:00 PM,Injury Crash,"(39.1357547, -77.16522619)"
18CS00182425,09/18/2018,2:17:00 PM,Property Damage Crash,"(39.24604921, -76.57673809)"
17IR000651,04/04/2017,4/6/2017 5:50:00 PM,Property Damage Crash,"(39.09484613, -77.03073487)"
15CS00197715,10/12/2015,10/13/2015 1:36:00 AM,Property Damage Crash,"(39.09885219, -76.85084581)"
18CS00066718,04/06/2018,4/7/2018 7:40:00 PM,Injury Crash,"(39.00345056, -76.4011158)"
16CS00106226,06/05/2016,6/5/2016 12:39:00 AM,Injury Crash,"(39.29704458, -76.5309763)"
18CS00145871,07/25/2018,8/17/2018 11:22:00 AM,Property Damage Crash,"(39.25459219, -76.53812975)"
18CS00144502,07/23/2018,7/23/2018 10:27:00 AM,Property Damage Crash,"(39.22788172, -76.51415348)"
14CS00132958,08/17/2014,5:33:00 PM,Property Damage Crash,"(39.12609861, -77.09959388)"
12E005164,07/26/2012,1036,PI,"(39.117687, -77.071325)"
13T008682,06/20/2013,0558,PD,"(39.271296, -76.648567)"
I5CS00102647,05/30/2015,10:01:00 AM,Property Damage Crash,"(39.22951064, -76.63648367)"
18CS00213514,11/05/2018,11/6/2018 5:00:00 PM,Property Damage Crash,"(39.5549, -76.1395)"
13t017058,11/13/2013,1748,PI,"(39.271539, -76.651121)"
13L007396,07/19/2013,2024,PI,"(39.007581, -76.403626)"
15CS00176449,09/10/2015,9/15/2015 2:06:00 PM,Property Damage Crash,"(39.2044273, -76.5611755)"
16CS00231732,12/07/2016,12/7/2016 4:58:00 AM,Injury Crash,"(39.28251325, -76.55112505)"
13L008633,08/15/2013,1059,PD,"(38.999482, -76.397243)"
12T013256,10/04/2012,2333,PI,"(39.2664, -76.6644)"
18CS00172304,09/02/2018,12:50:00 PM,Property Damage Crash,"(39.00835698, -76.40406211)"
18CS00185039,09/22/2018,8:04:00 PM,Property Damage Crash,"(38.9820015, -76.33279273)"
16IR000566,03/25/2017,3/25/2017 4:27:00 AM,Property Damage Crash,"(38.99478323, -76.38892651)"
14CS00199825,11/30/2014,5:46:00 PM,Property Damage Crash,"(39.26304485, -76.56746507)"
18CS00184350,09/21/2018,4:03:00 PM,Injury Crash,"(39.26819343, -76.56117559)"
P1600000050,01/02/2016,1/2/2016 1:50:00 PM,Property Damage Crash,"(39.16919747, -76.64573729)"
12T015044,11/13/2012,1646,PD,"(39.1288, -76.8634)"
18CS00123039,06/23/2018,6/23/2018 6:39:00 AM,Property Damage Crash,"(39.30029919, -76.68457031)"
13T204249,12/21/2013,1658,PI,"(39.265354, -76.563551)"
P1600094892,12/31/2016,1/5/2017 7:40:00 AM,Property Damage Crash,"(39.19173848, -76.65882379)"
P1700017018,03/13/2017,3/13/2017 8:46:00 AM,Property Damage Crash,"(39.18206096, -76.66955531)"
13T016762,11/08/2013,1055,PI,"(39.268591, -76.630042)"
18CS00214333,11/07/2018,11/7/2018 3:13:00 AM,Injury Crash,"(39.2825713836489, -76.6189420223236)"
15CS00099245,05/25/2015,6:05:00 PM,Property Damage Crash,"(39.24102841, -76.58532858)"
17CS00234744,12/12/2017,12/13/2017 6:12:00 PM,Property Damage Crash,"(39.01314011, -76.4073801)"
18CS00238166,12/16/2018,12/30/2018 1:22:00 PM,Property Damage Crash,"(39.2986188254787, -76.5304988540623)"
17CS00079506,04/26/2017,4/26/2017 12:39:00 PM,Injury Crash,"(39.28457896, -76.54486746)"
P1600005050,01/20/2016,1/21/2016 11:00:00 PM,Property Damage Crash,"(39.22285237, -76.70233324)"
P1500027794,04/24/2015,1:33:00 PM,Property Damage Crash,"(39.15835946, -76.70276642)"
14CS00102627,06/29/2014,6:34:00 PM,Injury Crash,"(39.26616669, -76.66954994)"
16CS00150141,08/05/2016,8/5/2016 5:45:00 AM,Property Damage Crash,"(39.324719, -76.619408)"
16CS00015070,01/22/2016,1/22/2016 4:30:00 PM,Property Damage Crash,"(39.2615, -76.5439112)"
13B008199,03/09/2013,0852,PD,"(39.185121, -76.677421)"
17CS00203137,10/27/2017,10/27/2017 8:24:00 AM,Property Damage Crash,"(39.2187, -76.5262)"
14CS00114517,07/18/2014,9:14:00 AM,Property Damage Crash,"(39.265637, -76.593847)"
12T011399,08/24/2012,0308,F,"(39.2661, -76.5959)"
15CS00028068,02/14/2015,12:29:00 PM,Property Damage Crash,"(39.26349342, -76.56758308)"
17CS00142057,07/27/2017,7/28/2017 9:43:00 PM,Property Damage Crash,"(39.21608021, -76.52964324)"
15CS00237253,12/10/2015,12/15/2015 4:08:00 PM,Property Damage Crash,"(39.28154, -76.62435)"
13T013429,09/09/2013,1527,PD,"(39.271368, -76.652126)"
15CS00221296,11/17/2015,11/17/2015 12:12:00 AM,Property Damage Crash,"(39.12, -77.09)"
16CS00135762,07/15/2016,7/25/2016 10:42:00 PM,Property Damage Crash,"(39.23485, -76.619263)"
14CS00186291,11/09/2014,6:45:00 AM,Property Damage Crash,"(39.227932, -76.513617)"
